        #height (Mm)       gravity (cm/s^2)          dP/dz                         density (g/cm^3)        dRho/dz                sound speed (cm/s)
         -5.44999981     -27833.02343750     -4.78363895E+00      1.72887172E-04     -8.55849029E-13        2.370759E+06
         -5.42500019     -27831.00976562     -4.71971321E+00      1.70752101E-04     -8.49676395E-13        2.363566E+06
         -5.40000010     -27828.99414062     -4.66282320E+00      1.68638740E-04     -8.42987843E-13        2.356421E+06
         -5.37500000     -27826.98242188     -4.60789442E+00      1.66537240E-04     -8.38962905E-13        2.349290E+06
         -5.34999990     -27824.97070312     -4.54577684E+00      1.64444049E-04     -8.32840524E-13        2.342158E+06
         -5.32499981     -27822.95312500     -4.48795080E+00      1.62372977E-04     -8.26067784E-13        2.335076E+06
         -5.30000019     -27820.93945312     -4.43071651E+00      1.60313779E-04     -8.21340283E-13        2.328004E+06
         -5.27500010     -27818.92968750     -4.37033319E+00      1.58266354E-04     -8.14684366E-13        2.320938E+06
         -5.25000000     -27816.91406250     -4.31713247E+00      1.56240305E-04     -8.08814658E-13        2.313917E+06
         -5.22499990     -27814.89843750     -4.26632929E+00      1.54222391E-04     -8.04957555E-13        2.306891E+06
         -5.19999981     -27812.89062500     -4.20896482E+00      1.52215594E-04     -7.99709040E-13        2.299867E+06
         -5.17500019     -27810.87695312     -4.14982986E+00      1.50223888E-04     -7.93113134E-13        2.292858E+06
         -5.15000010     -27808.86132812     -4.09489346E+00      1.48250023E-04     -7.87272862E-13        2.285874E+06
         -5.12500000     -27806.85351562     -4.04057121E+00      1.46287595E-04     -7.82041261E-13        2.278888E+06
         -5.09999990     -27804.83789062     -3.98528504E+00      1.44339851E-04     -7.76116313E-13        2.271914E+06
         -5.07499981     -27802.82421875     -3.93129325E+00      1.42407051E-04     -7.70341202E-13        2.264952E+06
         -5.05000019     -27800.81250000     -3.87695050E+00      1.40488191E-04     -7.65025684E-13        2.258000E+06
         -5.02500010     -27798.80273438     -3.82504654E+00      1.38581978E-04     -7.59086099E-13        2.251058E+06
         -5.00000000     -27796.79296875     -3.77458620E+00      1.36692775E-04     -7.54578041E-13        2.244140E+06
         -4.97499990     -27794.78125000     -3.72041535E+00      1.34809248E-04     -7.48963120E-13        2.237202E+06
         -4.94999981     -27792.76953125     -3.66864061E+00      1.32947884E-04     -7.42425544E-13        2.230300E+06
         -4.92500019     -27790.75976562     -3.61829209E+00      1.31097215E-04     -7.37016730E-13        2.223375E+06
         -4.90000010     -27788.74804688     -3.56679010E+00      1.29262815E-04     -7.30550115E-13        2.216435E+06
         -4.87500000     -27786.74023438     -3.51709485E+00      1.27444480E-04     -7.24551712E-13        2.209485E+06
         -4.84999990     -27784.73046875     -3.46591997E+00      1.25640101E-04     -7.18678806E-13        2.202515E+06
         -4.82499981     -27782.71875000     -3.41511321E+00      1.23851118E-04     -7.12036170E-13        2.195537E+06
         -4.80000019     -27780.70898438     -3.36748743E+00      1.22079917E-04     -7.06440440E-13        2.188566E+06
         -4.77500010     -27778.69921875     -3.31858635E+00      1.20319011E-04     -7.01092884E-13        2.181577E+06
         -4.75000000     -27776.69531250     -3.26860690E+00      1.18574462E-04     -6.94749596E-13        2.174595E+06
         -4.72499990     -27774.68164062     -3.22108960E+00      1.16845287E-04     -6.88785617E-13        2.167618E+06
         -4.69999981     -27772.67773438     -3.17422295E+00      1.15130570E-04     -6.83464787E-13        2.160646E+06
         -4.67500019     -27770.66796875     -3.12671876E+00      1.13428032E-04     -6.77749632E-13        2.153672E+06
         -4.65000010     -27768.65625000     -3.07907867E+00      1.11741829E-04     -6.71851626E-13        2.146713E+06
         -4.62500000     -27766.65039062     -3.03204012E+00      1.10068831E-04     -6.65886508E-13        2.139757E+06
         -4.59999990     -27764.64257812     -2.98763061E+00      1.08412401E-04     -6.60270016E-13        2.132824E+06
         -4.57499981     -27762.63281250     -2.94295645E+00      1.06767555E-04     -6.55465536E-13        2.125895E+06
         -4.55000019     -27760.62695312     -2.89540029E+00      1.05135136E-04     -6.49634914E-13        2.118975E+06
         -4.52500010     -27758.62109375     -2.84905672E+00      1.03519385E-04     -6.43481579E-13        2.112082E+06
         -4.50000000     -27756.61718750     -2.80606890E+00      1.01917765E-04     -6.37880265E-13        2.105207E+06
         -4.47499990     -27754.60742188     -2.76300669E+00      1.00330028E-04     -6.32688780E-13        2.098342E+06
         -4.44999981     -27752.59960938     -2.71827054E+00      9.87543972E-05     -6.26576427E-13        2.091474E+06
         -4.42500019     -27750.59570312     -2.67449474E+00      9.71971167E-05     -6.19791816E-13        2.084604E+06
         -4.40000010     -27748.58789062     -2.63228703E+00      9.56554504E-05     -6.13683095E-13        2.077718E+06
         -4.37500000     -27746.58398438     -2.59157252E+00      9.41287217E-05     -6.07712394E-13        2.070824E+06
         -4.34999990     -27744.58007812     -2.54991627E+00      9.26169087E-05     -6.02279836E-13        2.063929E+06
         -4.32499981     -27742.57421875     -2.50673747E+00      9.11173920E-05     -5.95917521E-13        2.057024E+06
         -4.30000019     -27740.56640625     -2.46658945E+00      8.96372730E-05     -5.89827774E-13        2.050144E+06
         -4.27500010     -27738.56250000     -2.42682481E+00      8.81683300E-05     -5.84719230E-13        2.043256E+06
         -4.25000000     -27736.55468750     -2.38490891E+00      8.67137060E-05     -5.78595277E-13        2.036374E+06
         -4.22499990     -27734.55078125     -2.34438586E+00      8.52753510E-05     -5.72446062E-13        2.029507E+06
         -4.19999981     -27732.54882812     -2.30591083E+00      8.38515043E-05     -5.66870227E-13        2.022650E+06
         -4.17500019     -27730.54492188     -2.26727533E+00      8.24410454E-05     -5.61549125E-13        2.015794E+06
         -4.15000010     -27728.54296875     -2.22671080E+00      8.10437996E-05     -5.55788000E-13        2.008941E+06
         -4.12500000     -27726.53906250     -2.18777084E+00      7.96621098E-05     -5.49412187E-13        2.002103E+06
         -4.09999990     -27724.53125000     -2.15273118E+00      7.82967327E-05     -5.44341265E-13        1.995289E+06
         -4.07499981     -27722.53320312     -2.11665320E+00      7.69405160E-05     -5.39828653E-13        1.988467E+06
         -4.05000019     -27720.52734375     -2.07653999E+00      7.55976289E-05     -5.34126833E-13        1.981658E+06
         -4.02500010     -27718.52734375     -2.03838134E+00      7.42698976E-05     -5.26884959E-13        1.974868E+06
         -4.00000000     -27716.52148438     -2.00463605E+00      7.29631138E-05     -5.21232688E-13        1.968095E+06
         -3.97499990     -27714.51757812     -1.96881175E+00      7.16638751E-05     -5.15874181E-13        1.961268E+06
         -3.95000005     -27712.51757812     -1.93144643E+00      7.03836777E-05     -5.09115319E-13        1.954452E+06
         -3.92499995     -27710.51562500     -1.89755285E+00      6.91183086E-05     -5.02889072E-13        1.947631E+06
         -3.90000010     -27708.51562500     -1.86455595E+00      6.78692159E-05     -4.97969233E-13        1.940812E+06
         -3.87500000     -27706.51367188     -1.82901323E+00      6.66285850E-05     -4.92145279E-13        1.933957E+06
         -3.84999990     -27704.51171875     -1.79430962E+00      6.54083924E-05     -4.85852135E-13        1.927135E+06
         -3.82500005     -27702.51367188     -1.76189160E+00      6.41993975E-05     -4.80508537E-13        1.920302E+06
         -3.79999995     -27700.51367188     -1.72890413E+00      6.30058348E-05     -4.75396740E-13        1.913490E+06
         -3.77500010     -27698.50976562     -1.69534159E+00      6.18225022E-05     -4.69616479E-13        1.906671E+06
         -3.75000000     -27696.50781250     -1.66334045E+00      6.06576868E-05     -4.63973098E-13        1.899898E+06
         -3.72499990     -27694.50781250     -1.63220549E+00      5.95027304E-05     -4.59065620E-13        1.893124E+06
         -3.70000005     -27692.50976562     -1.60109472E+00      5.83623623E-05     -4.53818650E-13        1.886381E+06
         -3.67499995     -27690.50976562     -1.56996608E+00      5.72336940E-05     -4.48590140E-13        1.879651E+06
         -3.65000010     -27688.50585938     -1.53859031E+00      5.61194138E-05     -4.42853626E-13        1.872946E+06
         -3.62500000     -27686.50390625     -1.50773335E+00      5.50194309E-05     -4.36754935E-13        1.866222E+06
         -3.59999990     -27684.50976562     -1.47743678E+00      5.39356079E-05     -4.30682020E-13        1.859476E+06
         -3.57500005     -27682.50976562     -1.44877803E+00      5.28660239E-05     -4.24783120E-13        1.852712E+06
         -3.54999995     -27680.50976562     -1.42057908E+00      5.18116722E-05     -4.19740469E-13        1.845948E+06
         -3.52500010     -27678.51367188     -1.39075351E+00      5.07674049E-05     -4.14098389E-13        1.839158E+06
         -3.50000000     -27676.51562500     -1.36196196E+00      4.97410983E-05     -4.08127308E-13        1.832405E+06
         -3.47499990     -27674.51953125     -1.33440745E+00      4.87268080E-05     -4.03095065E-13        1.825658E+06
         -3.45000005     -27672.51757812     -1.30713439E+00      4.77256399E-05     -3.97789522E-13        1.818929E+06
         -3.42499995     -27670.51953125     -1.27981043E+00      4.67378668E-05     -3.92828131E-13        1.812229E+06
         -3.40000010     -27668.52343750     -1.25246978E+00      4.57615497E-05     -3.87293116E-13        1.805533E+06
         -3.37500000     -27666.52734375     -1.22638226E+00      4.48013488E-05     -3.82114804E-13        1.798868E+06
         -3.34999990     -27664.53320312     -1.20071268E+00      4.38510542E-05     -3.77279913E-13        1.792196E+06
         -3.32500005     -27662.53320312     -1.17447877E+00      4.29149368E-05     -3.72295402E-13        1.785557E+06
         -3.29999995     -27660.53320312     -1.14786506E+00      4.19896314E-05     -3.66654840E-13        1.778932E+06
         -3.27500010     -27658.53906250     -1.12293506E+00      4.10815774E-05     -3.60629766E-13        1.772320E+06
         -3.25000000     -27656.54492188     -1.09928036E+00      4.01864891E-05     -3.55554697E-13        1.765679E+06
         -3.22499990     -27654.55078125     -1.07546329E+00      3.93038172E-05     -3.50278996E-13        1.759020E+06
         -3.20000005     -27652.55273438     -1.05124652E+00      3.84350751E-05     -3.45183192E-13        1.752368E+06
         -3.17499995     -27650.55859375     -1.02673399E+00      3.75779309E-05     -3.39649776E-13        1.745719E+06
         -3.15000010     -27648.55859375     -1.00402701E+00      3.67367538E-05     -3.34190900E-13        1.739112E+06
         -3.12500000     -27646.56640625     -9.82163072E-01      3.59070073E-05     -3.29697288E-13        1.732497E+06
         -3.09999990     -27644.57031250     -9.59301770E-01      3.50883020E-05     -3.24723131E-13        1.725874E+06
         -3.07500005     -27642.57812500     -9.36303020E-01      3.42833628E-05     -3.19503674E-13        1.719279E+06
         -3.04999995     -27640.58203125     -9.14360166E-01      3.34907854E-05     -3.14436059E-13        1.712707E+06
         -3.02500010     -27638.58593750     -8.93262625E-01      3.27111666E-05     -3.09905313E-13        1.706173E+06
         -3.00000000     -27636.59375000     -8.72044742E-01      3.19413157E-05     -3.05267991E-13        1.699662E+06
         -2.97499990     -27634.59765625     -8.51345837E-01      3.11847980E-05     -3.00072060E-13        1.693186E+06
         -2.95000005     -27632.60546875     -8.31219912E-01      3.04409423E-05     -2.94987206E-13        1.686683E+06
         -2.92499995     -27630.61132812     -8.10814619E-01      2.97098413E-05     -2.89891510E-13        1.680162E+06
         -2.90000010     -27628.61914062     -7.90709674E-01      2.89914606E-05     -2.84695715E-13        1.673643E+06
         -2.87500000     -27626.62695312     -7.71583736E-01      2.82863239E-05     -2.79756687E-13        1.667142E+06
         -2.84999990     -27624.63476562     -7.52681851E-01      2.75926777E-05     -2.75038401E-13        1.660622E+06
         -2.82500005     -27622.64257812     -7.34228015E-01      2.69111151E-05     -2.70215762E-13        1.654104E+06
         -2.79999995     -27620.64648438     -7.16092825E-01      2.62415815E-05     -2.65895406E-13        1.647601E+06
         -2.77500010     -27618.65820312     -6.97422683E-01      2.55816776E-05     -2.61336254E-13        1.641103E+06
         -2.75000000     -27616.66406250     -6.79249346E-01      2.49348504E-05     -2.56640304E-13        1.634656E+06
         -2.72499990     -27614.67382812     -6.61926508E-01      2.42984916E-05     -2.52389364E-13        1.628242E+06
         -2.70000005     -27612.68554688     -6.45009577E-01      2.36729065E-05     -2.48009051E-13        1.621874E+06
         -2.67499995     -27610.68945312     -6.28374398E-01      2.30584374E-05     -2.43339582E-13        1.615499E+06
         -2.65000010     -27608.70117188     -6.11781478E-01      2.24561700E-05     -2.38637072E-13        1.609095E+06
         -2.62500000     -27606.70898438     -5.95249474E-01      2.18652331E-05     -2.33983785E-13        1.602683E+06
         -2.59999990     -27604.71679688     -5.79484761E-01      2.12862105E-05     -2.29314126E-13        1.596284E+06
         -2.57500005     -27602.72851562     -5.64388335E-01      2.07186313E-05     -2.25112314E-13        1.589881E+06
         -2.54999995     -27600.74023438     -5.48690021E-01      2.01606654E-05     -2.20914893E-13        1.583464E+06
         -2.52500010     -27598.75000000     -5.33166468E-01      1.96140227E-05     -2.16256754E-13        1.577067E+06
         -2.50000000     -27596.75781250     -5.18864274E-01      1.90793253E-05     -2.12180927E-13        1.570712E+06
         -2.47499990     -27594.76953125     -5.04639745E-01      1.85531535E-05     -2.08526935E-13        1.564372E+06
         -2.45000005     -27592.77734375     -4.90114063E-01      1.80366933E-05     -2.04428556E-13        1.558071E+06
         -2.42499995     -27590.79101562     -4.76438463E-01      1.75309797E-05     -2.00010879E-13        1.551810E+06
         -2.40000010     -27588.80078125     -4.63326216E-01      1.70365875E-05     -1.95946354E-13        1.545520E+06
         -2.37500000     -27586.81445312     -4.49644476E-01      1.65512574E-05     -1.91769154E-13        1.539179E+06
         -2.34999990     -27584.82617188     -4.36505258E-01      1.60776690E-05     -1.87352209E-13        1.532856E+06
         -2.32500005     -27582.83593750     -4.24086571E-01      1.56144597E-05     -1.83696726E-13        1.526556E+06
         -2.29999995     -27580.84960938     -4.11429346E-01      1.51592158E-05     -1.79815608E-13        1.520247E+06
         -2.27500010     -27578.85937500     -3.99271339E-01      1.47153087E-05     -1.75891691E-13        1.513980E+06
         -2.25000000     -27576.87304688     -3.87435317E-01      1.42797689E-05     -1.72456057E-13        1.507732E+06
         -2.22499990     -27574.88281250     -3.75596702E-01      1.38530249E-05     -1.68863865E-13        1.501528E+06
         -2.20000005     -27572.90039062     -3.64321768E-01      1.34354323E-05     -1.65231666E-13        1.495386E+06
         -2.17499995     -27570.91015625     -3.53127480E-01      1.30268500E-05     -1.61516254E-13        1.489253E+06
         -2.15000010     -27568.92187500     -3.41974437E-01      1.26278137E-05     -1.57380416E-13        1.483058E+06
         -2.12500000     -27566.93750000     -3.31502378E-01      1.22398569E-05     -1.53614534E-13        1.476862E+06
         -2.09999990     -27564.95507812     -3.21149647E-01      1.18597472E-05     -1.50257817E-13        1.470645E+06
         -2.07500005     -27562.96484375     -3.10917079E-01      1.14885370E-05     -1.46667902E-13        1.464451E+06
         -2.04999995     -27560.97656250     -3.01048130E-01      1.11263680E-05     -1.43408858E-13        1.458288E+06
         -2.02500010     -27558.99609375     -2.91278034E-01      1.07715059E-05     -1.40137562E-13        1.452148E+06
         -2.00000000     -27557.01171875     -2.81814039E-01      1.04256351E-05     -1.36972072E-13        1.446080E+06
         -1.97500002     -27555.02148438     -2.72547334E-01      1.00866646E-05     -1.33850003E-13        1.440064E+06
         -1.95000005     -27553.03906250     -2.63609827E-01      9.75634339E-06     -1.30343110E-13        1.434091E+06
         -1.92499995     -27551.05273438     -2.54911035E-01      9.43489522E-06     -1.26975402E-13        1.428065E+06
         -1.89999998     -27549.06835938     -2.46178538E-01      9.12143696E-06     -1.23640667E-13        1.422012E+06
         -1.87500000     -27547.08593750     -2.37774238E-01      8.81663527E-06     -1.20432310E-13        1.415983E+06
         -1.85000002     -27545.10156250     -2.29755357E-01      8.51925597E-06     -1.17504395E-13        1.409985E+06
         -1.82500005     -27543.11523438     -2.21937850E-01      8.22909715E-06     -1.14655938E-13        1.404022E+06
         -1.79999995     -27541.13085938     -2.14202747E-01      7.94596326E-06     -1.11865907E-13        1.398100E+06
         -1.77499998     -27539.14648438     -2.06519648E-01      7.66975518E-06     -1.09049651E-13        1.392242E+06
         -1.75000000     -27537.16406250     -1.99212596E-01      7.40069117E-06     -1.06028657E-13        1.386465E+06
         -1.72500002     -27535.18164062     -1.92185238E-01      7.13955433E-06     -1.03088104E-13        1.380684E+06
         -1.70000005     -27533.20117188     -1.85163572E-01      6.88522869E-06     -1.00117167E-13        1.374866E+06
         -1.67499995     -27531.22070312     -1.78420529E-01      6.63889841E-06     -9.72672192E-14        1.369078E+06
         -1.64999998     -27529.23437500     -1.72052160E-01      6.39887867E-06     -9.47014209E-14        1.363311E+06
         -1.62500000     -27527.25390625     -1.65794224E-01      6.16536681E-06     -9.23121036E-14        1.357603E+06
         -1.60000002     -27525.26953125     -1.59446180E-01      5.93732875E-06     -8.98467634E-14        1.351952E+06
         -1.57500005     -27523.28710938     -1.53359547E-01      5.71609007E-06     -8.72042578E-14        1.346396E+06
         -1.54999995     -27521.30859375     -1.47654325E-01      5.50127379E-06     -8.46772806E-14        1.340904E+06
         -1.52499998     -27519.32617188     -1.42087579E-01      5.29267345E-06     -8.20872775E-14        1.335355E+06
         -1.50000000     -27517.34765625     -1.36634946E-01      5.09078336E-06     -7.96464199E-14        1.329808E+06
         -1.47500002     -27515.36132812     -1.31285310E-01      4.89442800E-06     -7.72754799E-14        1.324274E+06
         -1.45000005     -27513.38281250     -1.26155734E-01      4.70435816E-06     -7.49771474E-14        1.318800E+06
         -1.42499995     -27511.40039062     -1.21144399E-01      4.51953156E-06     -7.28606899E-14        1.313384E+06
         -1.39999998     -27509.42382812     -1.16285115E-01      4.34003732E-06     -7.06797427E-14        1.308052E+06
         -1.37500000     -27507.44335938     -1.11659020E-01      4.16610192E-06     -6.85233324E-14        1.302821E+06
         -1.35000002     -27505.46093750     -1.07149027E-01      3.99739838E-06     -6.62296281E-14        1.297548E+06
         -1.32500005     -27503.48437500     -1.02787152E-01      3.83488668E-06     -6.40396075E-14        1.292269E+06
         -1.29999995     -27501.50195312     -9.85471904E-02      3.67718553E-06     -6.20008873E-14        1.286990E+06
         -1.27499998     -27499.52343750     -9.45077017E-02      3.52483994E-06     -6.00520610E-14        1.281774E+06
         -1.25000000     -27497.54296875     -9.06316042E-02      3.37691836E-06     -5.82797428E-14        1.276614E+06
         -1.22500002     -27495.56250000     -8.67867619E-02      3.23343079E-06     -5.64460283E-14        1.271511E+06
         -1.20000005     -27493.58593750     -8.30514580E-02      3.09466145E-06     -5.44615046E-14        1.266458E+06
         -1.17499995     -27491.61132812     -7.95282573E-02      2.96107123E-06     -5.24894798E-14        1.261355E+06
         -1.14999998     -27489.63085938     -7.61429369E-02      2.83217787E-06     -5.07307988E-14        1.256233E+06
         -1.12500000     -27487.64843750     -7.27746934E-02      2.70740225E-06     -4.90157909E-14        1.251119E+06
         -1.10000002     -27485.67382812     -6.95253238E-02      2.58706518E-06     -4.72901476E-14        1.246048E+06
         -1.07500005     -27483.69921875     -6.64923042E-02      2.47092430E-06     -4.57039564E-14        1.241028E+06
         -1.04999995     -27481.71875000     -6.35820627E-02      2.35853486E-06     -4.41424546E-14        1.236049E+06
         -1.02499998     -27479.74023438     -6.07122853E-02      2.25018425E-06     -4.24948230E-14        1.231012E+06
         -1.00000000     -27477.76367188     -5.79276532E-02      2.14602096E-06     -4.08600596E-14        1.225907E+06
         -0.97500002     -27475.78710938     -5.52786104E-02      2.04584830E-06     -3.93445584E-14        1.220774E+06
         -0.94999999     -27473.80859375     -5.27357645E-02      1.94927657E-06     -3.79390767E-14        1.215634E+06
         -0.92500001     -27471.83398438     -5.02977408E-02      1.85613567E-06     -3.65836681E-14        1.210503E+06
         -0.89999998     -27469.85742188     -4.79576401E-02      1.76634137E-06     -3.52211749E-14        1.205391E+06
         -0.87500000     -27467.88476562     -4.57054377E-02      1.68000338E-06     -3.37953407E-14        1.200175E+06
         -0.85000002     -27465.90820312     -4.35382649E-02      1.59732326E-06     -3.24599492E-14        1.194854E+06
         -0.82499999     -27463.93359375     -4.14220542E-02      1.51768847E-06     -3.12003129E-14        1.189440E+06
         -0.80000001     -27461.95507812     -3.93653624E-02      1.44129251E-06     -2.99835840E-14        1.183994E+06
         -0.77499998     -27459.98242188     -3.74280177E-02      1.36775702E-06     -2.87864283E-14        1.178499E+06
         -0.75000000     -27458.00781250     -3.56054790E-02      1.29732973E-06     -2.76120052E-14        1.172950E+06
         -0.72500002     -27456.03125000     -3.38257477E-02      1.22967947E-06     -2.64430523E-14        1.167175E+06
         -0.69999999     -27454.05664062     -3.20997871E-02      1.16507795E-06     -2.53227479E-14        1.161261E+06
         -0.67500001     -27452.08398438     -3.04538254E-02      1.10305041E-06     -2.42748174E-14        1.155211E+06
         -0.64999998     -27450.10742188     -2.88957302E-02      1.04368007E-06     -2.32708360E-14        1.149062E+06
         -0.62500000     -27448.13671875     -2.73918677E-02      9.86684427E-07     -2.22809848E-14        1.142771E+06
         -0.60000002     -27446.16015625     -2.59227175E-02      9.32249009E-07     -2.12524920E-14        1.136238E+06
         -0.57499999     -27444.19335938     -2.45323479E-02      8.80390189E-07     -2.02806708E-14        1.129485E+06
         -0.55000001     -27442.21679688     -2.32253373E-02      8.30825627E-07     -1.93919740E-14        1.122518E+06
         -0.52499998     -27440.24218750     -2.19573602E-02      7.83414691E-07     -1.85523949E-14        1.115335E+06
         -0.50000000     -27438.27148438     -2.07159743E-02      7.38050801E-07     -1.76725191E-14        1.107910E+06
         -0.47499999     -27436.29882812     -1.95545126E-02      6.95018116E-07     -1.67903140E-14        1.100199E+06
         -0.44999999     -27434.32812500     -1.84652805E-02      6.54075109E-07     -1.60073049E-14        1.092164E+06
         -0.42500001     -27432.35351562     -1.74027197E-02      6.14969053E-07     -1.52510654E-14        1.083772E+06
         -0.40000001     -27430.38085938     -1.63882542E-02      5.77797550E-07     -1.44962947E-14        1.075073E+06
         -0.37500000     -27428.41210938     -1.54242674E-02      5.42467149E-07     -1.37619916E-14        1.066010E+06
         -0.34999999     -27426.43750000     -1.44965965E-02      5.08963979E-07     -1.30273684E-14        1.056498E+06
         -0.32499999     -27424.46679688     -1.34996865E-02      4.77301455E-07     -1.23250011E-14        1.046570E+06
         -0.30000001     -27422.50000000     -1.25223733E-02      4.47316296E-07     -1.16628263E-14        1.036195E+06
         -0.27500001     -27420.52343750     -1.15689663E-02      4.18963509E-07     -1.10044564E-14        1.025328E+06
         -0.25000000     -27418.55468750     -1.06146401E-02      3.92264525E-07     -1.03239832E-14        1.013979E+06
         -0.22499999     -27416.58593750     -9.66902636E-03      3.67303755E-07     -9.62675899E-15        1.002193E+06
         -0.20000000     -27414.61523438     -8.73209443E-03      3.44085493E-07     -8.90941272E-15        9.899988E+05
         -0.17500000     -27412.64453125     -7.76443956E-03      3.22700316E-07     -8.12456469E-15        9.775861E+05
         -0.15000001     -27410.67773438     -6.65895361E-03      3.03386031E-07     -7.14411474E-15        9.654478E+05
         -0.12500000     -27408.70507812     -5.26694069E-03      2.86857158E-07     -5.78082665E-15        9.545182E+05
         -0.10000000     -27406.73632812     -3.54597834E-03      2.74306103E-07     -3.96698733E-15        9.454479E+05
         -0.07500000     -27404.76757812     -3.84483975E-03      2.66846854E-07     -4.42600295E-15        9.320372E+05
         -0.05000000     -27402.80273438     -6.62983675E-03      2.52475218E-07     -8.04496054E-15        9.077985E+05
         -0.02500000     -27400.83007812     -6.42578676E-03      2.27546153E-07     -1.06495606E-14        8.861039E+05
         -0.00000000     -27398.86328125     -5.60287945E-03      1.99797498E-07     -1.10995519E-14        8.681807E+05
          0.02500000     -27396.89453125     -4.80938004E-03      1.72359606E-07     -1.05916633E-14        8.537966E+05
          0.05000000     -27394.92968750     -4.08347882E-03      1.46943705E-07     -9.67644933E-15        8.412900E+05
          0.07500000     -27392.96093750     -3.43809929E-03      1.24005510E-07     -8.60274529E-15        8.308181E+05
          0.10000000     -27390.99023438     -2.87851924E-03      1.03874150E-07     -7.41466045E-15        8.215394E+05
          0.12500000     -27389.02148438     -2.40088324E-03      8.67838139E-08     -6.31955527E-15        8.112888E+05
          0.15000001     -27387.05664062     -1.99116743E-03      7.21741884E-08     -5.38902859E-15        8.013445E+05
          0.17500000     -27385.08984375     -1.64091331E-03      5.97449841E-08     -4.58942695E-15        7.915447E+05
          0.20000000     -27383.12304688     -1.34435680E-03      4.91559433E-08     -3.91673922E-15        7.821691E+05
          0.22499999     -27381.15625000     -1.09254580E-03      4.01124147E-08     -3.32964374E-15        7.739169E+05
          0.25000000     -27379.19335938     -8.80084699E-04      3.24583809E-08     -2.79384945E-15        7.671192E+05
          0.27500001     -27377.22460938     -7.04740116E-04      2.60837290E-08     -2.31158976E-15        7.616669E+05
          0.30000001     -27375.25585938     -5.61798573E-04      2.08394795E-08     -1.89165433E-15        7.574758E+05
          0.32499999     -27373.29101562     -4.45678103E-04      1.65675935E-08     -1.53020070E-15        7.543662E+05
          0.34999999     -27371.33007812     -3.52395233E-04      1.31318929E-08     -1.22626082E-15        7.520252E+05
          0.37500000     -27369.36132812     -2.78266787E-04      1.03869144E-08     -9.77161031E-16        7.499010E+05
          0.40000001     -27367.39453125     -2.19486785E-04      8.20433854E-09     -7.76373829E-16        7.477651E+05
          0.42500001     -27365.43554688     -1.72918721E-04      6.47143850E-09     -6.14727915E-16        7.457151E+05
          0.44999999     -27363.46679688     -1.26756611E-04      5.10238696E-09     -4.86044869E-16        7.437318E+05
          0.47499999     -27361.50585938     -8.60826622E-05      4.01929601E-09     -3.52574606E-16        7.417666E+05
          0.50000000     -27359.53515625     -6.49425056E-05      3.29072125E-09     -2.63257443E-16        7.417666E+05
          0.52499998     -27357.56250000     -5.49728502E-05      2.69421463E-09     -2.15536957E-16        7.417666E+05
          0.55000001     -27355.59179688     -4.65338235E-05      2.20583640E-09     -1.76466741E-16        7.417666E+05
          0.57499999     -27353.62109375     -3.93902847E-05      1.80598614E-09     -1.44478754E-16        7.417666E+05
          0.60000002     -27351.64843750     -3.33433709E-05      1.47861645E-09     -1.18289766E-16        7.417666E+05
          0.62500000     -27349.67773438     -2.82247929E-05      1.21058863E-09     -9.68469943E-17        7.417666E+05
          0.64999998     -27347.70703125     -2.38920511E-05      9.91146276E-10     -7.92916211E-17        7.417666E+05
          0.67500001     -27345.73437500     -2.02244428E-05      8.11481882E-10     -6.49184844E-17        7.417666E+05
          0.69999999     -27343.76367188     -1.71198553E-05      6.64385158E-10     -5.31507616E-17        7.417666E+05
          0.72500002     -27341.79101562     -1.44919386E-05      5.43952550E-10     -4.35163706E-17        7.417666E+05
          0.75000000     -27339.82031250     -1.22674455E-05      4.45350645E-10     -3.56280156E-17        7.417666E+05
          0.77499998     -27337.84960938     -1.03844395E-05      3.64622249E-10     -2.91697501E-17        7.417666E+05
          0.80000001     -27335.87695312     -8.79051004E-06      2.98527536E-10     -2.38821800E-17        7.417666E+05
          0.82499999     -27333.90625000     -7.44131830E-06      2.44413656E-10     -1.95530740E-17        7.417666E+05
          0.85000002     -27331.93554688     -6.29925762E-06      2.00108957E-10     -1.60087771E-17        7.417666E+05
          0.87500000     -27329.96289062     -5.33253387E-06      1.63835348E-10     -1.31068149E-17        7.417666E+05
          0.89999998     -27327.99218750     -4.51424557E-06      1.34137035E-10     -1.07309520E-17        7.417665E+05
          0.92500001     -27326.01953125     -3.82160215E-06      1.09822137E-10     -8.78576239E-18        7.417666E+05
          0.94999999     -27324.04882812     -3.23532504E-06      8.99147562E-11     -7.19317336E-18        7.417666E+05
          0.97500002     -27322.07812500     -2.73909586E-06      7.36159744E-11     -5.88927202E-18        7.417666E+05
          1.00000000     -27320.10546875     -2.31910212E-06      6.02716765E-11     -4.82172926E-18        7.417666E+05
          1.02499998     -27318.13476562     -1.94284939E-06      4.93462597E-11     -3.94771575E-18        7.417666E+05
          1.04999995     -27316.16406250     -1.60100797E-06      4.04013038E-11     -3.23211663E-18        7.417666E+05
          1.07500005     -27314.19140625     -1.31079344E-06      3.30777836E-11     -2.64622006E-18        7.417666E+05
          1.10000002     -27312.22070312     -1.07318624E-06      2.70818038E-11     -2.16654215E-18        7.417666E+05
